date,sales,customers,promo_share,pct_stores_open,year,month,quarter,day_of_week,day_of_year,is_weekend,week_of_year,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,is_construction_peak,is_post_monsoon_peak,is_monsoon_dip,trend_days
2020-02-16,120347.11,353,0.1,1.0,2020,2,1,6,47,1,7,127191.47,121768.39,118750.0,121484.92,113300.41,13154.514316812792,112514.88428571427,13567.578005606263,111505.887,14313.272008474516,0,0,0,46
2020-02-17,115340.86,331,0.2,1.0,2020,2,1,0,48,0,8,120347.11,114978.47,115178.15,114003.19,113097.37,13012.226304427413,112628.96357142857,13630.605107335927,112645.18266666666,13567.778694297269,0,0,0,47
2020-02-18,108841.56999999999,302,0.1,1.0,2020,2,1,1,49,0,8,115340.86,115710.83,108389.23,116991.12,113149.14,13021.675197055078,112640.58571428571,13633.01502419922,112241.46266666667,13289.320915335691,0,0,0,48
2020-02-19,109226.06,315,0.15,1.0,2020,2,1,2,50,0,8,108841.56999999999,111223.45,119696.63,100426.84,112167.81714285714,13055.242187366344,112672.89571428571,13622.696452648825,111820.01766666667,13186.15359377944,0,0,0,49
2020-02-20,105486.55,295,0.05,1.0,2020,2,1,3,51,0,8,109226.06,116341.38,107793.17,107353.58,111882.47571428571,13101.070306758455,111924.99785714287,13494.241160846339,111660.78,13187.724735484515,0,0,0,50
2020-02-21,6131.96,16,0.1,0.25,2020,2,1,4,52,0,8,105486.55,85888.88,82352.58,83508.96,110331.78571428571,13127.717630244344,111760.23928571427,13562.478365935502,111277.29433333334,13194.647793119246,0,0,0,51
2020-02-22,137734.52000000002,400,0.2,1.0,2020,2,1,5,53,1,8,6131.96,127191.47,129945.75,129435.17,98937.93999999999,41604.150071597425,106315.9092857143,30720.556140618595,108134.13166666665,23260.361434248527,0,0,0,52
2020-02-23,119572.84,345,0.2,1.0,2020,2,1,6,54,1,8,137734.52000000002,120347.11,121768.39,119073.17,100444.09,42966.00413225554,106872.25,31247.41210432017,109146.82966666666,23878.351917734515,0,0,0,53
2020-02-24,113562.32,312,0.1,1.0,2020,2,1,0,55,0,9,119572.84,115340.86,114978.47,117590.7,100333.48000000001,42907.183345751095,106715.425,31172.31958021478,110348.959,23447.037090453574,0,0,0,54
2020-02-25,112661.72,316,0.15,1.0,2020,2,1,1,56,0,9,113562.32,108841.56999999999,115710.83,113061.81,100079.40285714286,42808.65793060041,106614.27142857143,31145.729938199533,109819.864,23179.053336952304,0,0,0,55
2020-02-26,109339.84,306,0.1,1.0,2020,2,1,2,57,0,9,112661.72,109226.06,111223.45,106541.09,100625.13857142857,42963.04905045359,106396.47785714285,31087.834120324336,109606.149,23120.277072137247,0,0,0,56
2020-02-27,111078.95999999999,305,0.2,1.0,2020,2,1,3,58,0,9,109339.84,105486.55,116341.38,112974.52,100641.39285714286,42966.8667394349,106261.93428571429,31069.40727174208,109331.12033333333,23071.04304449455,0,0,0,57
2020-02-28,90632.77,243,0.4,1.0,2020,2,1,4,59,0,9,111078.95999999999,6131.96,85888.88,83590.3,101440.30857142857,43123.677217044555,105886.04714285715,30969.756117407982,109265.02533333334,23062.825461161025,0,0,0,58
2020-02-29,126882.58,346,0.1,1.0,2020,2,1,5,60,1,9,90632.77,137734.52000000002,127191.47,130312.16,113511.85285714288,13970.060443589939,106224.89642857143,30759.368338707816,108734.74799999999,23309.187860603506,0,0,0,59
2020-03-01,142193.22,403,0.15,1.0,2020,3,1,6,61,1,9,126882.58,119572.84,120347.11,118750.0,111961.57571428572,11151.911338889899,106202.83285714287,30743.278809855303,109198.35,23533.651077554507,1,0,0,60
2020-03-02,136330.39,379,0.1,1.0,2020,3,1,0,62,0,10,142193.22,113562.32,115340.86,115178.15,115193.05857142856,15964.097015186291,107763.26928571428,32043.35695066282,111151.78066666666,23765.78367621341,1,0,0,61
2020-03-03,135341.88,393,0.05,1.0,2020,3,1,1,63,0,10,136330.39,112661.72,108841.56999999999,108389.23,118445.64,17791.32200000978,109262.52142857143,32904.62830166551,111352.38833333334,23957.718983068116,1,0,0,62
2020-03-04,128254.05,367,0.1,1.0,2020,3,1,2,64,0,10,135341.88,109339.84,109226.06,119696.63,121685.66285714286,18608.83208683327,111155.40071428572,33632.72580189156,111905.45099999999,24323.106206136345,1,0,0,63
2020-03-05,131337.66,381,0.0,1.0,2020,3,1,3,65,0,10,128254.05,111078.95999999999,105486.55,107793.17,124387.69285714287,17876.191776624437,112514.54285714285,33931.90340389805,112341.31433333334,24500.287257353655,1,0,0,64
2020-03-06,99331.76,266,0.1,1.0,2020,3,1,4,66,0,10,131337.66,90632.77,6131.96,82352.58,127281.79285714286,16979.882037094805,114361.05071428572,34222.17642405837,113106.262,24729.813101640528,1,0,0,65
2020-03-07,164668.32,461,0.25,1.0,2020,3,1,5,67,1,10,99331.76,126882.58,137734.52000000002,129945.75,128524.5057142857,13887.293218243052,121018.17928571429,15484.349718577892,112427.433,24822.004778752136,1,0,0,66
2020-03-08,143822.42,391,0.05,1.0,2020,3,1,6,68,1,10,164668.32,142193.22,119572.84,121768.39,133922.4685714286,19394.392864932503,122942.02214285715,18996.008607982418,114323.27133333334,26566.529050061403,1,0,0,67
2020-03-09,138662.22,386,0.1,1.0,2020,3,1,0,69,0,11,143822.42,136330.39,113562.32,114978.47,134155.21142857143,19519.560155683444,124674.13500000001,19755.554382563605,116372.266,26385.573906359557,1,0,0,68
2020-03-10,136781.2,385,0.1,1.0,2020,3,1,1,70,0,11,138662.22,135341.88,112661.72,115710.83,134488.33000000002,19582.66376413494,126466.985,19808.426354166255,116662.815,26587.413939975653,1,0,0,69
2020-03-11,127593.64,357,0.05,1.0,2020,3,1,2,71,0,11,136781.2,128254.05,109339.84,111223.45,134693.94714285716,19600.667832854255,128189.80500000001,19562.725500262306,117163.24200000001,26827.029938240605,1,0,0,70
2020-03-12,135550.88,372,0.15,1.0,2020,3,1,3,72,0,11,127593.64,131337.66,111078.95999999999,116341.38,134599.60285714286,19638.384426788292,129493.64785714286,18803.308060924275,117583.74766666666,26890.398072986063,1,0,0,71
2020-03-13,100223.49,279,0.05,1.0,2020,3,1,4,73,0,11,135550.88,99331.76,90632.77,85888.88,135201.49142857146,19586.243579777565,131241.64214285713,18083.45967255981,118245.08266666668,27086.006599296314,1,0,0,72
2020-03-14,172053.82,483,0.25,1.0,2020,3,1,5,74,1,11,100223.49,164668.32,126882.58,127191.47,135328.88142857145,19315.084688281277,131926.69357142856,16542.776270774615,117878.41733333333,27258.24267892645,1,0,0,73
2020-03-15,146515.33,419,0.1,1.0,2020,3,1,6,75,1,11,172053.82,143822.42,142193.22,120347.11,136383.95285714287,21285.993855294157,135153.2107142857,19604.988025328817,119735.49866666667,28992.56222237312,1,0,0,74
2020-03-16,141087.77,408,0.15,1.0,2020,3,1,0,76,0,12,146515.33,138662.22,136330.39,115340.86,136768.6542857143,21466.404952456724,135461.93285714285,19757.810362198376,121756.38033333333,28663.047310191545,1,0,0,75
2020-03-17,139409.16,402,0.15,1.0,2020,3,1,1,77,0,12,141087.77,136781.2,135341.88,108841.56999999999,137115.16142857142,21521.570375384883,135801.7457142857,19814.72475181093,122219.59033333333,28865.480920104674,1,0,0,76
2020-03-18,137013.91999999998,386,0.1,1.0,2020,3,1,2,78,0,12,139409.16,127593.64,128254.05,109226.06,137490.58428571429,21537.68887127149,136092.26571428572,19837.2676779346,122854.99200000001,29032.16215243035,1,0,0,77
2020-03-19,141452.75,408,0.25,1.0,2020,3,1,3,79,0,12,137013.91999999998,135550.88,131337.66,105486.55,138836.33857142858,21106.209875919867,136717.9707142857,19708.752804896543,123577.42733333333,29108.289147758278,1,0,0,78
2020-03-20,106091.74,287,0.1,1.0,2020,3,1,4,80,0,12,141452.75,100223.49,99331.76,6131.96,139679.46285714285,21070.9433927748,137440.47714285713,19681.729826591654,124664.46666666666,29147.90727088916,1,0,0,79
2020-03-21,155863.98,456,0.0,1.0,2020,3,1,5,81,1,12,106091.74,172053.82,164668.32,137734.52000000002,140517.78428571427,19280.170234684774,137923.33285714284,18735.037639872102,124559.98933333335,29210.7023135842,1,0,0,80
2020-03-22,149010.1,414,0.15,1.0,2020,3,1,6,82,1,12,155863.98,146515.33,143822.42,119572.84,138204.94999999998,15459.029416314057,137294.45142857142,17897.264201101978,126239.23700000001,29522.776900630946,1,0,0,81
2020-03-23,141688.41,399,0.15,1.0,2020,3,1,0,83,0,13,149010.1,141087.77,138662.22,113562.32,138561.3457142857,15709.282120287735,137665.0,18095.423596672666,131001.84166666666,19198.166614055306,1,0,0,82
2020-03-24,137757.97,424,0.25,1.0,2020,3,1,1,84,0,13,141688.41,139409.16,136781.2,112661.72,138647.15142857144,15727.0120145779,137881.1564285714,18126.30020108129,131133.638,19259.454566602963,1,0,0,83
2020-03-25,133512.3,382,0.15,1.0,2020,3,1,2,85,0,13,137757.97,137013.91999999998,127593.64,109339.84,138411.26714285713,15726.06084506608,137950.92571428572,18123.620348430504,131739.809,19169.010138943333,1,0,0,84
2020-03-26,22181.09,59,0.05,0.5,2020,3,1,3,86,0,13,133512.3,141452.75,135550.88,111078.95999999999,137911.0357142857,15833.243602573206,138373.68714285715,17931.44817749814,132404.80833333332,18860.222176718555,1,0,0,85
2020-03-27,100004.45,281,0.15,1.0,2020,3,1,4,87,0,13,22181.09,106091.74,100223.49,90632.77,120872.22714285715,46283.14889547444,130275.845,35900.16023758711,129388.78733333333,27418.92028748697,1,0,0,86
2020-03-28,165596.0,479,0.15,1.0,2020,3,1,5,88,1,13,100004.45,155863.98,172053.82,126882.58,120002.6142857143,46662.774183744106,130260.19928571429,35914.30982562237,129077.60766666666,27705.777133156083,1,0,0,87
2020-03-29,156907.35,440,0.25,1.0,2020,3,1,6,89,1,13,165596.0,149010.1,146515.33,142193.22,121392.90285714286,48034.147438659966,129798.92642857143,35373.63502763492,130894.84233333333,28266.749026801746,1,0,0,88
2020-03-30,143823.75,378,0.2,1.0,2020,3,1,0,90,0,14,156907.35,141688.41,141087.77,136330.39,122521.08142857142,48876.26006997276,130541.21357142857,35857.12817581525,133103.995,27593.395847292722,1,0,0,89
2020-03-31,135780.79,386,0.05,1.0,2020,3,1,1,91,0,14,143823.75,137757.97,139409.16,135341.88,122826.12999999999,49022.27148934145,130736.64071428574,35926.41900194163,133668.70066666667,27635.00385576434,1,0,0,90
2020-04-01,134047.63,356,0.15,1.0,2020,4,2,2,92,0,14,135780.79,133512.3,137013.91999999998,128254.05,122543.67571428571,48927.503374573775,130477.47142857143,35872.090135683924,133454.953,27591.56077541091,1,0,0,91
2020-04-02,127757.39,367,0.05,1.0,2020,4,2,3,93,0,14,134047.63,22181.09,141452.75,131337.66,122620.15142857144,48947.919302996735,130265.59357142857,35839.25806265823,133378.861,27586.504686033604,1,0,0,92
2020-04-03,109882.46,311,0.25,1.0,2020,4,2,4,94,0,14,127757.39,100004.45,106091.74,99331.76,137702.48,21297.271100964143,129287.35357142857,35697.040070674644,133126.04466666668,27602.64354696381,1,0,0,93
2020-04-04,163454.11000000002,481,0.1,1.0,2020,4,2,5,95,1,14,109882.46,165596.0,155863.98,164668.32,139113.6242857143,18530.674064199353,129558.1192857143,35521.5099688263,132513.65833333333,27916.46985026903,1,0,0,94
2020-04-05,145059.8,427,0.1,1.0,2020,4,2,6,96,1,14,163454.11000000002,156907.35,149010.1,143822.42,138807.63999999998,18031.467514203112,130100.27142857143,36008.47612757309,133584.20666666667,28479.935915855393,1,0,0,95
2020-04-06,144791.49000000002,395,0.25,1.0,2020,4,2,0,97,0,15,145059.8,143823.75,141688.41,138662.22,137115.13285714286,16544.08687857849,129818.10714285714,35864.087280786924,135108.47466666668,27799.06541159758,1,0,0,96
2020-04-07,135655.41,372,0.1,1.0,2020,4,2,1,98,0,15,144791.49000000002,135780.79,137757.97,136781.2,137253.38142857145,16613.388126339858,130039.75571428573,35952.57147677927,134445.91366666666,27302.683847136206,1,0,0,97
2020-04-08,131187.16,357,0.1,1.0,2020,4,2,2,99,0,15,135655.41,134047.63,133512.3,127593.64,137235.47,16615.30785979491,129889.57285714286,35922.229156177775,134173.68000000002,27246.62616743256,1,0,0,98
2020-04-09,133533.42,372,0.05,1.0,2020,4,2,3,100,0,15,131187.16,127757.39,22181.09,135550.88,136826.83142857143,16741.473268854712,129723.49142857143,35909.56433127447,133924.51133333333,27238.34154109579,1,0,0,99
2020-04-10,103243.23,293,0.1,1.0,2020,4,2,4,101,0,15,133533.42,109882.46,100004.45,100223.49,137651.9785714286,16357.909807544993,137677.22928571427,18243.942607170546,133816.252,27233.0497280148,1,0,0,100
2020-04-11,164063.25,489,0.15,1.0,2020,4,2,5,102,1,15,103243.23,163454.11000000002,165596.0,172053.82,136703.51714285716,18312.136424709886,137908.5707142857,17743.14924740711,133004.57166666668,27782.253671135055,1,0,0,101
2020-04-12,151981.38,426,0.15,1.0,2020,4,2,6,103,1,15,164063.25,145059.8,156907.35,146515.33,136790.53714285715,18461.282905339656,137799.08857142858,17562.979393156253,133954.984,28354.17275011413,1,0,0,102
2020-04-13,137068.47,399,0.15,1.0,2020,4,2,0,104,0,16,151981.38,144791.49000000002,143823.75,141087.77,137779.33428571429,19150.50373161563,137447.23357142857,17196.23325325716,135680.247,27800.18329799274,1,0,0,103
2020-04-14,14247.21,36,0.0,0.3,2020,4,2,1,105,0,16,137068.47,135655.41,135780.79,139409.16,136676.04571428572,18900.022220516687,136964.71357142858,17098.04225787978,134514.06866666666,26942.305371891372,1,0,0,104
2020-04-15,139964.45,385,0.2,1.0,2020,4,2,2,106,0,16,14247.21,131187.16,134047.63,137013.91999999998,119332.01714285715,50042.20862949055,128283.74357142858,37006.874915851426,130105.13133333335,34634.87972405571,1,0,0,105
2020-04-16,137708.44,386,0.25,1.0,2020,4,2,3,107,0,16,139964.45,133533.42,127757.39,141452.75,120585.9157142857,50496.6713575492,128706.37357142857,37111.4021186518,130067.68733333334,34623.202138006556,1,0,0,106
2020-04-17,108403.02,301,0.2,1.0,2020,4,2,4,108,0,16,137708.44,103243.23,109882.46,106091.74,121182.34714285715,50699.335575359284,129417.16285714287,37187.0466531679,130010.99666666666,34608.768690134144,1,0,0,107
2020-04-18,165018.25,469,0.2,1.0,2020,4,2,5,109,1,16,108403.02,164063.25,163454.11000000002,155863.98,121919.45999999999,50431.85451264443,129311.48857142856,37248.87912587418,129057.3,34802.80252172696,1,0,0,108
2020-04-19,150087.05,441,0.15,1.0,2020,4,2,6,110,1,16,165018.25,151981.38,145059.8,149010.1,122055.88857142857,50565.97682256567,129423.21285714286,37361.33996425441,129842.81666666667,35353.802160453975,1,0,0,109
2020-04-20,140132.2,376,0.1,1.0,2020,4,2,0,111,0,17,150087.05,137068.47,144791.49000000002,141688.41,121785.27000000002,50383.87044322188,129782.30214285714,37546.88606098787,131309.327,35246.933959350885,1,0,0,110
2020-04-21,134292.4,379,0.1,1.0,2020,4,2,1,112,0,17,140132.2,14247.21,135655.41,137757.97,122222.94571428571,50551.7871807466,129449.49571428572,37424.06312609388,130784.93433333332,34985.07402251686,1,0,0,111
2020-04-22,134193.88,398,0.15,1.0,2020,4,2,2,113,0,17,134292.4,139964.45,131187.16,133512.3,139372.25857142857,17132.419689064474,129352.13785714285,37408.44635324022,130294.34433333334,34823.51168780544,1,0,0,112
2020-04-23,137035.99,400,0.2,1.0,2020,4,2,3,114,0,17,134193.88,137708.44,133533.42,22181.09,138547.89142857146,17237.684840927574,129566.90357142857,37428.41740387905,130044.52666666667,34765.78847573796,1,0,0,113
2020-04-24,101458.07,285,0.0,1.0,2020,4,2,4,115,0,17,137035.99,108403.02,103243.23,100004.45,138451.82714285716,17245.014935968804,129817.08714285714,37468.654895376334,130020.46066666667,34760.514349874444,1,0,0,114
2020-04-25,166530.25,479,0.15,1.0,2020,4,2,5,116,1,17,101458.07,165018.25,164063.25,165596.0,137459.69142857142,19335.029371401994,129689.57571428572,37568.94957403457,128951.98633333335,35140.0525360247,1,0,0,115
2020-04-26,140777.56,378,0.0,1.0,2020,4,2,6,117,1,17,166530.25,150087.05,151981.38,156907.35,137675.69142857142,19699.22501808073,129865.79000000001,37747.93801249326,133763.62500000003,29435.74010563252,1,0,0,116
2020-04-27,143360.59,414,0.15,1.0,2020,4,2,0,118,0,18,140777.56,140132.2,137068.47,143823.75,136345.7642857143,19024.35115620046,129065.51714285715,37359.778871213806,135122.72866666666,28756.72009954587,1,0,0,117
2020-04-28,134117.9,365,0.1,1.0,2020,4,2,1,119,0,18,143360.59,134292.4,14247.21,135780.79,136806.96285714285,19170.017288350427,129514.95428571428,37501.039930298524,134381.54833333334,28225.8631831736,1,0,0,118
2020-04-29,140013.53,386,0.15,1.0,2020,4,2,2,120,0,18,134117.9,134193.88,139964.45,134047.63,136782.0342857143,19173.945254195663,138077.14642857143,17520.191214611048,133621.9,27903.545086001723,1,0,0,119
2020-04-30,136886.53,395,0.15,1.0,2020,4,2,3,121,0,18,140013.53,137035.99,137708.44,127757.39,137613.41285714283,19169.18859918578,138080.65214285714,17520.602810711953,133494.89266666665,27864.152156973516,1,0,0,120
2020-05-01,15137.04,44,0.1,0.45,2020,5,2,4,122,0,18,136886.53,101458.07,108403.02,109882.46,137592.0614285714,19170.02216854251,138021.94428571427,17523.322766875724,133531.75066666666,27868.01120627536,1,0,0,121
2020-05-02,155447.08,432,0.25,1.0,2020,5,2,5,123,1,18,15137.04,166530.25,165018.25,163454.11000000002,125260.48571428572,49715.911468707505,131360.08857142858,36788.337882407366,129568.06433333334,35266.410956624946,1,0,0,122
2020-05-03,149617.51,431,0.1,1.0,2020,5,2,6,124,1,18,155447.08,140777.56,150087.05,145059.8,123677.17571428571,48339.976650569064,130676.43357142856,36198.94962464024,130491.054,35578.35457984983,1,0,0,123
2020-05-04,139751.12,403,0.1,1.0,2020,5,2,0,125,0,19,149617.51,143360.59,140132.2,144791.49000000002,124940.0257142857,48972.49963796582,130642.895,36179.794615534294,131815.55566666665,35524.2695846623,1,0,0,124
2020-05-05,134501.03,371,0.05,1.0,2020,5,2,1,126,0,19,139751.12,134117.9,134292.4,135655.41,124424.38714285714,48764.783174139695,130615.67500000002,36172.2486910351,131025.456,35056.84324590777,1,0,0,125
2020-05-06,143288.02,402,0.25,1.0,2020,5,2,2,127,0,19,134501.03,140013.53,134193.88,131187.16,124479.12,48777.68963724503,130630.57714285715,36173.92287214168,130673.49699999999,34963.964721165874,1,0,0,126
2020-05-07,133758.06,366,0.2,1.0,2020,5,2,3,128,0,19,143288.02,136886.53,137035.99,133533.42,124946.90428571429,48966.83079439349,131280.15857142856,36324.17228180028,130623.38133333334,34944.10273290816,1,0,0,127
2020-05-08,109969.16,303,0.3,1.0,2020,5,2,4,129,0,19,133758.06,15137.04,101458.07,103243.23,124499.98,48853.84106680627,131046.02071428571,36294.77002799155,130560.13633333333,34936.397411322265,1,0,0,128
